_id,_pct_missed,_judgments,_gold_case,_difficulty,_hidden,_contention,_pct_contested,_which_sound_was_more_realistic,morepc_gold,morepc_gold_reason,rownum,s0_simplegrainlength,s0_coordinates,s1_simplemaxdist,s0_name,s0_simplemaxdist,s0_mix,s1_name,s1_simplegrainlength,s1_hash,s1_iteration,s1_mix,s0_hash,s1_coordinates,s0_iteration,_golden,jobname
279849682,0.00,2,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1066,None,None,5,mp3/mix-tones-iteration-03.mp3,None,tones,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-5.mp3,2.00_4.00,e4fd8ba25f80ec1c73eb3cc892ed16ce,02,simple,d6586c064366081bc03656b73da40eb4,0.00_1.00_0.00,03,True,tune-simple-study-1-rank-iterations
279849683,1.00,1,,0,false,"",0.0,"s0
same
null
s1","same
null",Sounds are the same.,1067,2.00_4.00,0.00_1.00_0.00,5,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-5.mp3,5,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-5.mp3,2.00_4.00,e4fd8ba25f80ec1c73eb3cc892ed16ce,02,simple,e4fd8ba25f80ec1c73eb3cc892ed16ce,0.00_1.00_0.00,02,True,tune-simple-study-1-rank-iterations
279849684,0.00,2,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1068,None,None,15,mp3/mix-tones-iteration-04.mp3,None,tones,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-15.mp3,2.00_4.00,9fcd691886d43733436b9a7578c9e447,03,simple,dcddb696d2dbff2d47c4ab016491afef,0.00_1.00_0.00,04,True,tune-simple-study-1-rank-iterations
279849685,0.00,4,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1069,2.00_4.00,0.00_1.00_0.00,15,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-15.mp3,15,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-15.mp3,2.00_4.00,9fcd691886d43733436b9a7578c9e447,03,simple,9fcd691886d43733436b9a7578c9e447,0.00_1.00_0.00,03,True,tune-simple-study-1-rank-iterations
279849686,0.00,3,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1070,None,None,30,mp3/mix-tones-iteration-04.mp3,None,tones,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-30.mp3,2.00_4.00,72088d18393de361e5afdb46b743c557,03,simple,dcddb696d2dbff2d47c4ab016491afef,0.00_1.00_0.00,04,True,tune-simple-study-1-rank-iterations
279849687,0.00,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1071,2.00_4.00,0.00_1.00_0.00,30,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-30.mp3,30,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-30.mp3,2.00_4.00,72088d18393de361e5afdb46b743c557,03,simple,72088d18393de361e5afdb46b743c557,0.00_1.00_0.00,03,True,tune-simple-study-1-rank-iterations
279849688,0.00,2,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1072,None,None,5,mp3/mix-tones-iteration-04.mp3,None,tones,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3,2.00_4.00,22bf295056ea2a5a126896d1502185e0,03,simple,dcddb696d2dbff2d47c4ab016491afef,0.00_1.00_0.00,04,True,tune-simple-study-1-rank-iterations
279849689,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,1073,2.00_4.00,0.00_1.00_0.00,5,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3,5,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-5.mp3,2.00_4.00,22bf295056ea2a5a126896d1502185e0,03,simple,22bf295056ea2a5a126896d1502185e0,0.00_1.00_0.00,03,True,tune-simple-study-1-rank-iterations
279849691,0.50,2,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1074,None,None,15,mp3/mix-tones-iteration-00.mp3,None,tones,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-15.mp3,2.00_4.00,b141d877d75f82f1558d06f09873f143,04,simple,0b1f9635282b5445671290fe7205e2ac,0.00_1.00_0.00,00,True,tune-simple-study-1-rank-iterations
279849692,0.25,4,,0,false,"",0.0,"same
s1
null
s0","same
null",Sounds are the same.,1075,2.00_4.00,0.00_1.00_0.00,15,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-15.mp3,15,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-15.mp3,2.00_4.00,b141d877d75f82f1558d06f09873f143,04,simple,b141d877d75f82f1558d06f09873f143,0.00_1.00_0.00,04,True,tune-simple-study-1-rank-iterations
279849693,0.00,3,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,1076,2.00_4.00,0.00_1.00_0.00,None,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-30.mp3,30,simple,mp3/mix-tones-iteration-00.mp3,None,0b1f9635282b5445671290fe7205e2ac,00,tones,03f0544e76ab36af73c74d551c26a6fa,None,04,True,tune-simple-study-1-rank-iterations
279849694,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,1077,2.00_4.00,0.00_1.00_0.00,30,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-30.mp3,30,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-30.mp3,2.00_4.00,03f0544e76ab36af73c74d551c26a6fa,04,simple,03f0544e76ab36af73c74d551c26a6fa,0.00_1.00_0.00,04,True,tune-simple-study-1-rank-iterations
279849695,0.00,2,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1078,None,None,5,mp3/mix-tones-iteration-02.mp3,None,tones,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-5.mp3,2.00_4.00,ba828f7cd972d3f7b84a3c356599d023,04,simple,a12a927747db44ef0122d0ecc867ad67,0.00_1.00_0.00,02,True,tune-simple-study-1-rank-iterations
279849696,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1079,2.00_4.00,0.00_1.00_0.00,5,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-5.mp3,5,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-5.mp3,2.00_4.00,ba828f7cd972d3f7b84a3c356599d023,04,simple,ba828f7cd972d3f7b84a3c356599d023,0.00_1.00_0.00,04,True,tune-simple-study-1-rank-iterations
279849697,0.00,1,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1080,None,None,15,mp3/mix-tones-iteration-03.mp3,None,tones,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,122888498f429ccb5c7a8932095e5ca0,00,simple,d6586c064366081bc03656b73da40eb4,0.11_0.44_0.44,03,True,tune-simple-study-1-rank-iterations
279849698,0.50,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1081,0.50_1.00,0.11_0.44_0.44,15,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,15,simple,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,122888498f429ccb5c7a8932095e5ca0,00,simple,122888498f429ccb5c7a8932095e5ca0,0.11_0.44_0.44,00,True,tune-simple-study-1-rank-iterations
279849699,0.50,4,,0,false,"",0.25,"s1
null
s0
same",s1,Sound 1 is obviously a series of synthesized tones.,1082,None,None,30,mp3/mix-tones-iteration-04.mp3,None,tones,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3,0.50_1.00,040a0b8a943ec3b764687435c1afca7e,00,simple,dcddb696d2dbff2d47c4ab016491afef,0.11_0.44_0.44,04,True,tune-simple-study-1-rank-iterations
279849700,0.00,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1083,0.50_1.00,0.11_0.44_0.44,30,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3,30,simple,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3,0.50_1.00,040a0b8a943ec3b764687435c1afca7e,00,simple,040a0b8a943ec3b764687435c1afca7e,0.11_0.44_0.44,00,True,tune-simple-study-1-rank-iterations
279849701,0.00,1,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1084,None,None,5,mp3/mix-tones-iteration-03.mp3,None,tones,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3,0.50_1.00,5ff251bcc9fd1cda4149d294dcf373c4,00,simple,d6586c064366081bc03656b73da40eb4,0.11_0.44_0.44,03,True,tune-simple-study-1-rank-iterations
279849702,0.33,3,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1085,0.50_1.00,0.11_0.44_0.44,5,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3,5,simple,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3,0.50_1.00,5ff251bcc9fd1cda4149d294dcf373c4,00,simple,5ff251bcc9fd1cda4149d294dcf373c4,0.11_0.44_0.44,00,True,tune-simple-study-1-rank-iterations
279849708,0.00,1,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1086,None,None,15,mp3/mix-tones-iteration-03.mp3,None,tones,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,0.50_1.00,bdb2ae55b6e3a792aeee38154af9fe33,01,simple,d6586c064366081bc03656b73da40eb4,0.11_0.44_0.44,03,True,tune-simple-study-1-rank-iterations
279849709,0.00,5,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1087,0.50_1.00,0.11_0.44_0.44,15,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,15,simple,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,0.50_1.00,bdb2ae55b6e3a792aeee38154af9fe33,01,simple,bdb2ae55b6e3a792aeee38154af9fe33,0.11_0.44_0.44,01,True,tune-simple-study-1-rank-iterations
279849710,0.00,5,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1088,None,None,30,mp3/mix-tones-iteration-03.mp3,None,tones,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-30.mp3,0.50_1.00,9773506843ed793f923dff77b069e2a1,01,simple,d6586c064366081bc03656b73da40eb4,0.11_0.44_0.44,03,True,tune-simple-study-1-rank-iterations
279849711,0.25,4,,0,false,"",0.0,"same
s1
null
s0","same
null",Sounds are the same.,1089,0.50_1.00,0.11_0.44_0.44,30,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-30.mp3,30,simple,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-30.mp3,0.50_1.00,9773506843ed793f923dff77b069e2a1,01,simple,9773506843ed793f923dff77b069e2a1,0.11_0.44_0.44,01,True,tune-simple-study-1-rank-iterations
279849712,0.00,2,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,1090,0.50_1.00,0.11_0.44_0.44,None,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-5.mp3,5,simple,mp3/mix-tones-iteration-01.mp3,None,0881e99d24a3cb576f8e194c4314ea77,01,tones,cfa14d1cffd91e08ae27397bfd20e31b,None,01,True,tune-simple-study-1-rank-iterations
279849714,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1091,0.50_1.00,0.11_0.44_0.44,5,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-5.mp3,5,simple,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-5.mp3,0.50_1.00,cfa14d1cffd91e08ae27397bfd20e31b,01,simple,cfa14d1cffd91e08ae27397bfd20e31b,0.11_0.44_0.44,01,True,tune-simple-study-1-rank-iterations
279849715,0.00,2,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1092,None,None,15,mp3/mix-tones-iteration-04.mp3,None,tones,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-15.mp3,0.50_1.00,2be4d40b5ad56c4e3a7ef9141b15d4a4,02,simple,dcddb696d2dbff2d47c4ab016491afef,0.11_0.44_0.44,04,True,tune-simple-study-1-rank-iterations
279849716,0.00,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1093,0.50_1.00,0.11_0.44_0.44,15,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-15.mp3,15,simple,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-15.mp3,0.50_1.00,2be4d40b5ad56c4e3a7ef9141b15d4a4,02,simple,2be4d40b5ad56c4e3a7ef9141b15d4a4,0.11_0.44_0.44,02,True,tune-simple-study-1-rank-iterations
279849717,0.00,2,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1094,None,None,30,mp3/mix-tones-iteration-04.mp3,None,tones,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-30.mp3,0.50_1.00,a919e38aac37c4e6da29e0acdfb80a73,02,simple,dcddb696d2dbff2d47c4ab016491afef,0.11_0.44_0.44,04,True,tune-simple-study-1-rank-iterations
279849718,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1095,0.50_1.00,0.11_0.44_0.44,30,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-30.mp3,30,simple,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-30.mp3,0.50_1.00,a919e38aac37c4e6da29e0acdfb80a73,02,simple,a919e38aac37c4e6da29e0acdfb80a73,0.11_0.44_0.44,02,True,tune-simple-study-1-rank-iterations
279849719,0.50,2,,0,false,"",0.0,"same
s1
null
s0",s1,Sound 1 is obviously a series of synthesized tones.,1096,None,None,5,mp3/mix-tones-iteration-04.mp3,None,tones,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-5.mp3,0.50_1.00,cabfd6a72dcb023ab5aa5ca8e33aeacf,02,simple,dcddb696d2dbff2d47c4ab016491afef,0.11_0.44_0.44,04,True,tune-simple-study-1-rank-iterations
279849720,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1097,0.50_1.00,0.11_0.44_0.44,5,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-5.mp3,5,simple,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-5.mp3,0.50_1.00,cabfd6a72dcb023ab5aa5ca8e33aeacf,02,simple,cabfd6a72dcb023ab5aa5ca8e33aeacf,0.11_0.44_0.44,02,True,tune-simple-study-1-rank-iterations
279849721,0.00,3,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,1098,0.50_1.00,0.11_0.44_0.44,None,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-15.mp3,15,simple,mp3/mix-tones-iteration-00.mp3,None,0b1f9635282b5445671290fe7205e2ac,00,tones,6e98931da45ef689c9f58b2550bb26d4,None,03,True,tune-simple-study-1-rank-iterations
279849722,0.00,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1099,0.50_1.00,0.11_0.44_0.44,15,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-15.mp3,15,simple,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-15.mp3,0.50_1.00,6e98931da45ef689c9f58b2550bb26d4,03,simple,6e98931da45ef689c9f58b2550bb26d4,0.11_0.44_0.44,03,True,tune-simple-study-1-rank-iterations
279849723,0.00,2,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1100,None,None,30,mp3/mix-tones-iteration-00.mp3,None,tones,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,0.50_1.00,80baba48e99d79709ab40cc4df184d72,03,simple,0b1f9635282b5445671290fe7205e2ac,0.11_0.44_0.44,00,True,tune-simple-study-1-rank-iterations
279849724,0.50,2,,0,false,"",0.0,"same
s1
null
s0","same
null",Sounds are the same.,1101,0.50_1.00,0.11_0.44_0.44,30,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,30,simple,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,0.50_1.00,80baba48e99d79709ab40cc4df184d72,03,simple,80baba48e99d79709ab40cc4df184d72,0.11_0.44_0.44,03,True,tune-simple-study-1-rank-iterations
279849725,0.00,2,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,1102,0.50_1.00,0.11_0.44_0.44,None,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-5.mp3,5,simple,mp3/mix-tones-iteration-04.mp3,None,dcddb696d2dbff2d47c4ab016491afef,04,tones,de53175429a696f23d32185c4d8253d6,None,03,True,tune-simple-study-1-rank-iterations
279849726,0.00,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1103,0.50_1.00,0.11_0.44_0.44,5,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-5.mp3,5,simple,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-5.mp3,0.50_1.00,de53175429a696f23d32185c4d8253d6,03,simple,de53175429a696f23d32185c4d8253d6,0.11_0.44_0.44,03,True,tune-simple-study-1-rank-iterations
279849727,0.00,1,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,1104,None,None,15,mp3/mix-tones-iteration-04.mp3,None,tones,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3,0.50_1.00,2e84b0431c285b23c5f52c2c7ce4061c,04,simple,dcddb696d2dbff2d47c4ab016491afef,0.11_0.44_0.44,04,True,tune-simple-study-1-rank-iterations
279849728,0.00,3,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,1105,0.50_1.00,0.11_0.44_0.44,15,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3,15,simple,mp3/mix-simple-coordinates-0.11_0.44_0.44-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3,0.50_1.00,2e84b0431c285b23c5f52c2c7ce4061c,04,simple,2e84b0431c285b23c5f52c2c7ce4061c,0.11_0.44_0.44,04,True,tune-simple-study-1-rank-iterations
