_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,which_sound_was_more_realistic,orig__golden,jobname,morepc_gold,morepc_gold_reason,rownum,s0_coordinates,s0_hash,s0_iteration,s0_mix,s0_name,s0_simplegrainlength,s0_simplemaxdist,s1_coordinates,s1_hash,s1_iteration,s1_mix,s1_name,s1_simplegrainlength,s1_simplemaxdist
279848567,5/15/2013 17:37:10,false,936633656,,5/15/2013 17:35:29,false,prodege,1.0,17700607,CAN,ON,Port Elgin,216.183.143.166,same,"",tune-simple-study-1-rank-iterations,"","",0,0.00_0.00_1.00,0f5e559ff50799b683b3069d7dbdf23b,01,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,0.50_1.00,15,0.00_0.00_1.00,9e8baaeacd7c51d3021c701b0c97d4d9,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,15
279848567,5/15/2013 17:38:45,false,936634931,,5/15/2013 17:36:09,false,neodev,1.0,16646227,CAN,ON,Ottawa,70.24.175.161,same,"",tune-simple-study-1-rank-iterations,"","",0,0.00_0.00_1.00,0f5e559ff50799b683b3069d7dbdf23b,01,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,0.50_1.00,15,0.00_0.00_1.00,9e8baaeacd7c51d3021c701b0c97d4d9,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,15
279848567,5/15/2013 17:39:19,false,936635499,,5/15/2013 17:36:27,false,prodege,1.0,4316458,CAN,ON,Belleville,69.7.241.114,same,"",tune-simple-study-1-rank-iterations,"","",0,0.00_0.00_1.00,0f5e559ff50799b683b3069d7dbdf23b,01,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,0.50_1.00,15,0.00_0.00_1.00,9e8baaeacd7c51d3021c701b0c97d4d9,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,15
279848567,5/15/2013 17:39:59,false,936635813,,5/15/2013 17:36:29,false,prodege,1.0,9384458,USA,GA,Brunswick,172.5.49.91,same,"",tune-simple-study-1-rank-iterations,"","",0,0.00_0.00_1.00,0f5e559ff50799b683b3069d7dbdf23b,01,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,0.50_1.00,15,0.00_0.00_1.00,9e8baaeacd7c51d3021c701b0c97d4d9,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,15
279848568,5/15/2013 17:28:23,false,936625896,,5/15/2013 17:27:40,false,amt,0.9444,17176223,USA,KS,Overland Park,76.92.117.116,same,"",tune-simple-study-1-rank-iterations,"","",1,0.00_0.00_1.00,4065161816f3f7e6dd29042c08483d0b,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-15.mp3,0.50_1.00,15,0.00_0.00_1.00,9e8baaeacd7c51d3021c701b0c97d4d9,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,15
279848568,5/15/2013 17:29:40,false,936626723,,5/15/2013 17:29:20,false,amt,0.9655,7266186,USA,VA,Portsmouth,24.254.201.244,same,"",tune-simple-study-1-rank-iterations,"","",1,0.00_0.00_1.00,4065161816f3f7e6dd29042c08483d0b,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-15.mp3,0.50_1.00,15,0.00_0.00_1.00,9e8baaeacd7c51d3021c701b0c97d4d9,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,15
279848568,5/15/2013 17:30:29,false,936627383,,5/15/2013 17:28:54,false,amt,1.0,14290301,USA,NY,Middletown,184.75.123.59,s1,"",tune-simple-study-1-rank-iterations,"","",1,0.00_0.00_1.00,4065161816f3f7e6dd29042c08483d0b,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-15.mp3,0.50_1.00,15,0.00_0.00_1.00,9e8baaeacd7c51d3021c701b0c97d4d9,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,15
279848568,5/15/2013 17:32:49,false,936629798,,5/15/2013 17:30:08,false,prodege,0.9375,2053720,USA,IA,Waterloo,173.31.169.160,same,"",tune-simple-study-1-rank-iterations,"","",1,0.00_0.00_1.00,4065161816f3f7e6dd29042c08483d0b,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-15.mp3,0.50_1.00,15,0.00_0.00_1.00,9e8baaeacd7c51d3021c701b0c97d4d9,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,15
279848569,5/15/2013 17:29:10,false,936626309,,5/15/2013 17:28:01,false,neodev,1.0,17895190,USA,WA,Seattle,205.175.97.206,same,"",tune-simple-study-1-rank-iterations,"","",2,0.00_0.00_1.00,9e8baaeacd7c51d3021c701b0c97d4d9,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,15,0.00_0.00_1.00,bf5528943917fd12d5732b33bcae57dc,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-15.mp3,0.50_1.00,15
279848569,5/15/2013 17:30:22,false,936627268,,5/15/2013 17:26:44,false,neodev,1.0,15366051,CAN,QC,Montreal,70.29.161.173,s0,"",tune-simple-study-1-rank-iterations,"","",2,0.00_0.00_1.00,9e8baaeacd7c51d3021c701b0c97d4d9,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,15,0.00_0.00_1.00,bf5528943917fd12d5732b33bcae57dc,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-15.mp3,0.50_1.00,15
